id_cmd|id_c|id_v|quantite_et_pdt|date_cmd
633|11|3|[{id_produit=22, quantite=16}, {id_produit=24, quantite=7}, {id_produit=27, quantite=17}, {id_produit=27, quantite=20}, {id_produit=36, quantite=20}, {id_produit=28, quantite=16}]|26-04-2021
634|16|5|[{id_produit=33, quantite=20}, {id_produit=19, quantite=11}, {id_produit=31, quantite=7}, {id_produit=40, quantite=20}]|07-09-2021
635|91|3|[{id_produit=12, quantite=5}, {id_produit=55, quantite=9}, {id_produit=27, quantite=17}, {id_produit=23, quantite=8}]|24-06-2021
636|5|1|[{id_produit=27, quantite=15}, {id_produit=1, quantite=2}, {id_produit=25, quantite=8}, {id_produit=17, quantite=6}, {id_produit=6, quantite=11}, {id_produit=29, quantite=3}, {id_produit=30, quantite=16}, {id_produit=31, quantite=16}, {id_produit=15, quantite=15}, {id_produit=19, quantite=16}, {id_produit=47, quantite=18}, {id_produit=53, quantite=1}, {id_produit=35, quantite=13}, {id_produit=45, quantite=10}, {id_produit=51, quantite=14}, {id_produit=59, quantite=4}]|12-04-2021
637|42|4|[{id_produit=31, quantite=7}, {id_produit=27, quantite=9}, {id_produit=18, quantite=16}, {id_produit=45, quantite=5}, {id_produit=33, quantite=16}, {id_produit=37, quantite=15}, {id_produit=21, quantite=12}, {id_produit=28, quantite=3}, {id_produit=51, quantite=9}, {id_produit=44, quantite=13}, {id_produit=19, quantite=16}, {id_produit=26, quantite=3}, {id_produit=47, quantite=6}, {id_produit=9, quantite=17}]|29-08-2021
638|18|1|[{id_produit=31, quantite=8}, {id_produit=22, quantite=14}, {id_produit=10, quantite=12}, {id_produit=37, quantite=5}, {id_produit=32, quantite=11}, {id_produit=14, quantite=3}, {id_produit=13, quantite=9}, {id_produit=41, quantite=8}, {id_produit=42, quantite=15}, {id_produit=13, quantite=1}, {id_produit=48, quantite=17}, {id_produit=7, quantite=18}, {id_produit=22, quantite=8}, {id_produit=3, quantite=17}, {id_produit=14, quantite=2}, {id_produit=49, quantite=15}, {id_produit=48, quantite=3}, {id_produit=43, quantite=15}]|06-12-2021
639|26|5|[{id_produit=32, quantite=3}, {id_produit=25, quantite=2}, {id_produit=12, quantite=3}]|27-09-2022
640|82|5|[{id_produit=3, quantite=5}, {id_produit=59, quantite=2}, {id_produit=49, quantite=16}, {id_produit=18, quantite=16}, {id_produit=19, quantite=11}, {id_produit=46, quantite=10}, {id_produit=54, quantite=20}, {id_produit=47, quantite=20}, {id_produit=59, quantite=12}, {id_produit=10, quantite=20}]|04-05-2022
641|83|4|[{id_produit=59, quantite=9}, {id_produit=20, quantite=2}, {id_produit=22, quantite=5}, {id_produit=16, quantite=12}, {id_produit=7, quantite=17}, {id_produit=45, quantite=14}, {id_produit=35, quantite=18}, {id_produit=9, quantite=8}, {id_produit=56, quantite=3}, {id_produit=46, quantite=17}, {id_produit=18, quantite=6}, {id_produit=47, quantite=8}, {id_produit=37, quantite=20}, {id_produit=46, quantite=7}, {id_produit=40, quantite=17}]|29-05-2021
642|62|1|[{id_produit=41, quantite=10}, {id_produit=40, quantite=11}, {id_produit=14, quantite=14}, {id_produit=14, quantite=15}, {id_produit=51, quantite=1}, {id_produit=39, quantite=18}, {id_produit=18, quantite=10}, {id_produit=15, quantite=10}, {id_produit=4, quantite=8}, {id_produit=20, quantite=7}, {id_produit=15, quantite=9}, {id_produit=4, quantite=14}, {id_produit=1, quantite=13}, {id_produit=40, quantite=7}, {id_produit=21, quantite=11}, {id_produit=15, quantite=19}, {id_produit=26, quantite=10}, {id_produit=49, quantite=1}]|08-02-2022
643|29|5|[{id_produit=7, quantite=8}, {id_produit=20, quantite=11}, {id_produit=5, quantite=17}, {id_produit=49, quantite=18}, {id_produit=15, quantite=13}, {id_produit=55, quantite=18}]|13-11-2022
644|50|5|[{id_produit=16, quantite=19}, {id_produit=32, quantite=1}, {id_produit=30, quantite=20}, {id_produit=7, quantite=13}, {id_produit=18, quantite=11}, {id_produit=36, quantite=8}, {id_produit=42, quantite=15}, {id_produit=30, quantite=13}, {id_produit=43, quantite=11}, {id_produit=37, quantite=4}, {id_produit=22, quantite=8}, {id_produit=7, quantite=5}, {id_produit=16, quantite=2}, {id_produit=9, quantite=4}, {id_produit=13, quantite=9}]|01-12-2021
645|9|3|[{id_produit=8, quantite=19}, {id_produit=1, quantite=12}, {id_produit=34, quantite=11}, {id_produit=45, quantite=5}, {id_produit=6, quantite=17}, {id_produit=32, quantite=16}, {id_produit=4, quantite=13}, {id_produit=37, quantite=9}, {id_produit=47, quantite=16}, {id_produit=24, quantite=14}]|20-08-2022
646|91|5|[{id_produit=8, quantite=20}, {id_produit=8, quantite=15}, {id_produit=9, quantite=1}, {id_produit=1, quantite=1}, {id_produit=36, quantite=1}, {id_produit=33, quantite=6}, {id_produit=32, quantite=12}, {id_produit=2, quantite=11}, {id_produit=23, quantite=7}, {id_produit=1, quantite=14}, {id_produit=48, quantite=9}, {id_produit=37, quantite=9}, {id_produit=36, quantite=10}, {id_produit=30, quantite=15}, {id_produit=59, quantite=6}]|19-11-2022
647|48|3|[{id_produit=43, quantite=16}]|26-12-2022
648|8|1|[{id_produit=49, quantite=1}, {id_produit=40, quantite=12}, {id_produit=34, quantite=3}, {id_produit=48, quantite=14}, {id_produit=8, quantite=10}, {id_produit=36, quantite=11}, {id_produit=8, quantite=15}]|27-02-2022
649|25|2|[{id_produit=12, quantite=19}, {id_produit=57, quantite=7}, {id_produit=7, quantite=14}, {id_produit=21, quantite=9}, {id_produit=58, quantite=19}]|22-11-2021
650|98|1|[{id_produit=52, quantite=14}, {id_produit=12, quantite=11}, {id_produit=30, quantite=11}, {id_produit=47, quantite=9}, {id_produit=4, quantite=14}, {id_produit=50, quantite=11}, {id_produit=5, quantite=13}, {id_produit=19, quantite=10}]|12-04-2021
651|65|5|[{id_produit=27, quantite=8}, {id_produit=12, quantite=20}, {id_produit=6, quantite=7}, {id_produit=33, quantite=15}, {id_produit=9, quantite=8}, {id_produit=10, quantite=12}, {id_produit=36, quantite=12}, {id_produit=10, quantite=18}, {id_produit=55, quantite=10}, {id_produit=36, quantite=18}, {id_produit=34, quantite=9}, {id_produit=46, quantite=3}, {id_produit=28, quantite=20}, {id_produit=2, quantite=3}, {id_produit=38, quantite=3}, {id_produit=42, quantite=3}, {id_produit=22, quantite=19}, {id_produit=16, quantite=6}, {id_produit=17, quantite=17}]|29-11-2022
652|81|2|[{id_produit=3, quantite=20}, {id_produit=12, quantite=5}, {id_produit=40, quantite=2}, {id_produit=34, quantite=11}, {id_produit=23, quantite=20}, {id_produit=5, quantite=19}, {id_produit=43, quantite=9}, {id_produit=37, quantite=2}, {id_produit=19, quantite=4}, {id_produit=60, quantite=14}, {id_produit=12, quantite=15}, {id_produit=48, quantite=18}, {id_produit=11, quantite=18}, {id_produit=47, quantite=7}, {id_produit=35, quantite=18}, {id_produit=9, quantite=18}, {id_produit=56, quantite=3}, {id_produit=11, quantite=1}, {id_produit=11, quantite=2}]|17-07-2021
653|27|4|[{id_produit=58, quantite=12}, {id_produit=4, quantite=15}, {id_produit=33, quantite=15}, {id_produit=34, quantite=19}, {id_produit=36, quantite=4}, {id_produit=14, quantite=8}, {id_produit=7, quantite=20}]|20-03-2021
654|96|4|[{id_produit=53, quantite=11}, {id_produit=15, quantite=16}, {id_produit=51, quantite=1}, {id_produit=45, quantite=15}, {id_produit=52, quantite=11}, {id_produit=23, quantite=5}, {id_produit=37, quantite=3}, {id_produit=27, quantite=20}, {id_produit=11, quantite=4}, {id_produit=14, quantite=17}, {id_produit=35, quantite=2}]|11-11-2021
655|44|1|[{id_produit=60, quantite=4}, {id_produit=38, quantite=10}, {id_produit=41, quantite=6}, {id_produit=42, quantite=16}, {id_produit=3, quantite=9}, {id_produit=52, quantite=7}]|25-05-2021
656|26|3|[{id_produit=5, quantite=8}, {id_produit=33, quantite=17}, {id_produit=43, quantite=17}]|03-03-2021
657|78|1|[{id_produit=37, quantite=16}, {id_produit=8, quantite=17}, {id_produit=56, quantite=17}, {id_produit=17, quantite=15}, {id_produit=41, quantite=4}, {id_produit=4, quantite=9}, {id_produit=58, quantite=16}, {id_produit=12, quantite=6}, {id_produit=43, quantite=2}, {id_produit=58, quantite=18}, {id_produit=31, quantite=12}]|19-04-2022
658|78|5|[{id_produit=27, quantite=7}]|05-09-2021
659|55|5|[{id_produit=59, quantite=9}, {id_produit=30, quantite=20}, {id_produit=34, quantite=3}, {id_produit=55, quantite=13}, {id_produit=42, quantite=2}, {id_produit=5, quantite=15}, {id_produit=35, quantite=1}, {id_produit=55, quantite=3}, {id_produit=6, quantite=10}, {id_produit=51, quantite=9}]|08-07-2021
660|75|4|[{id_produit=43, quantite=18}, {id_produit=41, quantite=11}, {id_produit=43, quantite=14}, {id_produit=1, quantite=15}, {id_produit=35, quantite=15}, {id_produit=41, quantite=11}, {id_produit=12, quantite=19}, {id_produit=2, quantite=11}, {id_produit=19, quantite=10}, {id_produit=51, quantite=5}, {id_produit=60, quantite=14}, {id_produit=57, quantite=15}, {id_produit=30, quantite=1}, {id_produit=9, quantite=1}, {id_produit=6, quantite=18}]|07-11-2021
661|1|2|[{id_produit=9, quantite=9}, {id_produit=13, quantite=12}, {id_produit=6, quantite=2}, {id_produit=24, quantite=2}, {id_produit=51, quantite=9}, {id_produit=56, quantite=10}, {id_produit=8, quantite=16}, {id_produit=25, quantite=15}, {id_produit=23, quantite=8}, {id_produit=52, quantite=2}, {id_produit=59, quantite=5}, {id_produit=49, quantite=16}, {id_produit=60, quantite=2}]|22-04-2022
662|75|2|[{id_produit=50, quantite=13}, {id_produit=29, quantite=12}, {id_produit=46, quantite=2}, {id_produit=12, quantite=19}, {id_produit=21, quantite=15}, {id_produit=40, quantite=10}, {id_produit=54, quantite=5}, {id_produit=59, quantite=20}, {id_produit=23, quantite=16}, {id_produit=41, quantite=13}, {id_produit=1, quantite=1}, {id_produit=29, quantite=17}, {id_produit=21, quantite=16}, {id_produit=10, quantite=12}, {id_produit=55, quantite=20}, {id_produit=37, quantite=8}]|21-04-2022
663|9|4|[{id_produit=59, quantite=2}, {id_produit=12, quantite=3}]|28-07-2021
664|47|5|[{id_produit=39, quantite=2}, {id_produit=14, quantite=18}, {id_produit=22, quantite=16}, {id_produit=24, quantite=18}, {id_produit=18, quantite=12}, {id_produit=58, quantite=10}, {id_produit=48, quantite=16}, {id_produit=21, quantite=2}, {id_produit=5, quantite=7}, {id_produit=16, quantite=3}, {id_produit=8, quantite=8}, {id_produit=46, quantite=13}, {id_produit=46, quantite=3}, {id_produit=12, quantite=19}]|12-02-2021
665|28|3|[{id_produit=13, quantite=2}, {id_produit=36, quantite=17}, {id_produit=27, quantite=18}, {id_produit=38, quantite=1}, {id_produit=25, quantite=4}, {id_produit=30, quantite=15}, {id_produit=15, quantite=20}, {id_produit=54, quantite=4}, {id_produit=34, quantite=11}, {id_produit=17, quantite=20}, {id_produit=44, quantite=16}, {id_produit=6, quantite=2}, {id_produit=31, quantite=9}, {id_produit=59, quantite=6}, {id_produit=11, quantite=19}]|14-12-2022
666|22|1|[{id_produit=29, quantite=18}, {id_produit=33, quantite=5}, {id_produit=25, quantite=11}, {id_produit=51, quantite=9}, {id_produit=26, quantite=10}, {id_produit=48, quantite=14}, {id_produit=37, quantite=18}, {id_produit=38, quantite=7}, {id_produit=50, quantite=13}, {id_produit=29, quantite=7}, {id_produit=10, quantite=8}, {id_produit=57, quantite=15}, {id_produit=39, quantite=8}]|09-10-2022
667|41|5|[{id_produit=20, quantite=1}, {id_produit=3, quantite=8}, {id_produit=37, quantite=19}, {id_produit=45, quantite=2}, {id_produit=22, quantite=8}, {id_produit=2, quantite=3}, {id_produit=36, quantite=13}, {id_produit=14, quantite=11}, {id_produit=29, quantite=13}]|02-02-2022
668|6|3|[{id_produit=12, quantite=4}, {id_produit=41, quantite=14}, {id_produit=28, quantite=14}, {id_produit=42, quantite=6}, {id_produit=10, quantite=15}, {id_produit=49, quantite=3}, {id_produit=24, quantite=9}, {id_produit=46, quantite=16}, {id_produit=28, quantite=11}, {id_produit=23, quantite=5}, {id_produit=17, quantite=12}, {id_produit=59, quantite=7}, {id_produit=26, quantite=19}, {id_produit=31, quantite=2}, {id_produit=13, quantite=6}]|15-12-2021
669|51|5|[{id_produit=54, quantite=12}, {id_produit=18, quantite=7}, {id_produit=45, quantite=18}, {id_produit=10, quantite=3}, {id_produit=8, quantite=3}, {id_produit=35, quantite=12}, {id_produit=48, quantite=20}, {id_produit=55, quantite=4}, {id_produit=23, quantite=17}, {id_produit=58, quantite=10}, {id_produit=26, quantite=7}, {id_produit=12, quantite=8}, {id_produit=43, quantite=18}, {id_produit=4, quantite=16}]|24-09-2022
670|21|5|[{id_produit=8, quantite=2}, {id_produit=50, quantite=20}, {id_produit=31, quantite=10}, {id_produit=34, quantite=13}, {id_produit=12, quantite=12}, {id_produit=32, quantite=16}]|13-07-2022
671|57|1|[{id_produit=46, quantite=3}, {id_produit=32, quantite=1}, {id_produit=53, quantite=2}, {id_produit=16, quantite=10}, {id_produit=23, quantite=4}, {id_produit=41, quantite=11}, {id_produit=5, quantite=2}, {id_produit=36, quantite=16}]|01-02-2021
672|84|1|[{id_produit=33, quantite=3}, {id_produit=6, quantite=6}, {id_produit=11, quantite=13}, {id_produit=25, quantite=4}, {id_produit=2, quantite=1}, {id_produit=48, quantite=16}]|30-09-2021
673|75|1|[{id_produit=51, quantite=9}, {id_produit=42, quantite=7}, {id_produit=43, quantite=2}, {id_produit=47, quantite=16}, {id_produit=3, quantite=5}, {id_produit=52, quantite=15}, {id_produit=41, quantite=11}, {id_produit=17, quantite=15}, {id_produit=19, quantite=13}, {id_produit=34, quantite=17}, {id_produit=6, quantite=17}, {id_produit=27, quantite=6}, {id_produit=14, quantite=15}, {id_produit=58, quantite=7}, {id_produit=28, quantite=15}, {id_produit=17, quantite=16}, {id_produit=31, quantite=14}, {id_produit=19, quantite=18}, {id_produit=12, quantite=15}, {id_produit=2, quantite=6}]|24-02-2022
674|5|2|[{id_produit=12, quantite=16}, {id_produit=20, quantite=18}, {id_produit=12, quantite=3}, {id_produit=55, quantite=15}, {id_produit=29, quantite=17}, {id_produit=19, quantite=3}, {id_produit=35, quantite=2}, {id_produit=14, quantite=16}, {id_produit=60, quantite=2}, {id_produit=37, quantite=4}, {id_produit=28, quantite=18}, {id_produit=41, quantite=13}, {id_produit=34, quantite=10}, {id_produit=24, quantite=18}, {id_produit=31, quantite=6}]|24-06-2021
675|70|3|[{id_produit=10, quantite=14}, {id_produit=39, quantite=9}, {id_produit=53, quantite=9}]|07-12-2022
676|72|5|[{id_produit=50, quantite=5}, {id_produit=1, quantite=15}, {id_produit=46, quantite=9}, {id_produit=42, quantite=13}, {id_produit=50, quantite=5}, {id_produit=38, quantite=4}, {id_produit=17, quantite=20}, {id_produit=22, quantite=11}, {id_produit=10, quantite=13}]|09-07-2022
677|22|5|[{id_produit=3, quantite=4}, {id_produit=13, quantite=11}]|04-04-2022
678|64|5|[{id_produit=51, quantite=20}]|21-04-2022
679|33|4|[{id_produit=25, quantite=4}, {id_produit=39, quantite=8}, {id_produit=46, quantite=11}, {id_produit=10, quantite=15}]|02-06-2022
680|53|4|[{id_produit=26, quantite=12}, {id_produit=3, quantite=8}, {id_produit=19, quantite=12}, {id_produit=59, quantite=11}, {id_produit=58, quantite=19}, {id_produit=30, quantite=5}, {id_produit=29, quantite=12}, {id_produit=9, quantite=11}, {id_produit=44, quantite=11}, {id_produit=47, quantite=8}, {id_produit=13, quantite=15}, {id_produit=38, quantite=7}, {id_produit=41, quantite=11}, {id_produit=12, quantite=20}, {id_produit=32, quantite=6}, {id_produit=46, quantite=4}, {id_produit=14, quantite=17}, {id_produit=52, quantite=12}, {id_produit=4, quantite=4}, {id_produit=24, quantite=1}]|10-03-2022
681|9|3|[{id_produit=26, quantite=11}, {id_produit=38, quantite=9}, {id_produit=19, quantite=18}, {id_produit=16, quantite=7}, {id_produit=19, quantite=3}, {id_produit=4, quantite=16}, {id_produit=4, quantite=7}, {id_produit=17, quantite=15}, {id_produit=44, quantite=13}, {id_produit=11, quantite=6}, {id_produit=19, quantite=15}, {id_produit=3, quantite=19}, {id_produit=50, quantite=5}, {id_produit=47, quantite=14}, {id_produit=12, quantite=5}, {id_produit=8, quantite=2}, {id_produit=14, quantite=16}, {id_produit=10, quantite=11}]|03-04-2022
682|65|3|[{id_produit=38, quantite=15}, {id_produit=60, quantite=14}, {id_produit=36, quantite=20}, {id_produit=28, quantite=13}, {id_produit=40, quantite=19}, {id_produit=53, quantite=18}, {id_produit=27, quantite=12}, {id_produit=14, quantite=12}, {id_produit=56, quantite=2}, {id_produit=60, quantite=19}, {id_produit=6, quantite=14}, {id_produit=55, quantite=8}]|10-12-2021
683|98|1|[{id_produit=24, quantite=18}]|13-09-2021
684|100|5|[{id_produit=46, quantite=19}, {id_produit=15, quantite=9}, {id_produit=2, quantite=2}, {id_produit=54, quantite=4}, {id_produit=28, quantite=5}, {id_produit=45, quantite=11}, {id_produit=5, quantite=6}, {id_produit=54, quantite=20}, {id_produit=39, quantite=17}, {id_produit=41, quantite=19}]|24-04-2021
685|52|1|[{id_produit=54, quantite=14}, {id_produit=10, quantite=10}, {id_produit=2, quantite=14}, {id_produit=45, quantite=10}, {id_produit=24, quantite=14}, {id_produit=36, quantite=11}, {id_produit=13, quantite=16}, {id_produit=23, quantite=19}, {id_produit=4, quantite=16}, {id_produit=10, quantite=4}, {id_produit=4, quantite=11}, {id_produit=54, quantite=18}, {id_produit=35, quantite=15}, {id_produit=37, quantite=2}, {id_produit=16, quantite=2}, {id_produit=42, quantite=20}]|05-08-2022
686|6|3|[{id_produit=49, quantite=15}, {id_produit=3, quantite=11}, {id_produit=43, quantite=17}, {id_produit=53, quantite=17}, {id_produit=40, quantite=4}, {id_produit=18, quantite=11}, {id_produit=11, quantite=3}, {id_produit=35, quantite=7}, {id_produit=4, quantite=4}, {id_produit=55, quantite=17}, {id_produit=50, quantite=9}, {id_produit=35, quantite=15}, {id_produit=38, quantite=16}]|25-09-2021
687|48|1|[{id_produit=52, quantite=19}, {id_produit=48, quantite=6}, {id_produit=45, quantite=19}, {id_produit=31, quantite=7}, {id_produit=32, quantite=10}, {id_produit=36, quantite=14}, {id_produit=9, quantite=11}, {id_produit=11, quantite=18}, {id_produit=59, quantite=4}, {id_produit=58, quantite=10}, {id_produit=25, quantite=15}, {id_produit=22, quantite=20}]|15-12-2022
688|58|3|[{id_produit=40, quantite=14}, {id_produit=3, quantite=1}, {id_produit=35, quantite=1}, {id_produit=31, quantite=19}, {id_produit=31, quantite=11}]|15-03-2021
689|53|2|[{id_produit=45, quantite=12}, {id_produit=33, quantite=17}, {id_produit=13, quantite=5}, {id_produit=53, quantite=11}, {id_produit=55, quantite=5}, {id_produit=29, quantite=3}, {id_produit=22, quantite=19}]|27-10-2022
690|48|2|[{id_produit=19, quantite=17}, {id_produit=58, quantite=19}, {id_produit=4, quantite=15}, {id_produit=35, quantite=13}, {id_produit=40, quantite=12}, {id_produit=34, quantite=18}, {id_produit=30, quantite=10}, {id_produit=38, quantite=14}]|08-11-2022
691|56|1|[{id_produit=36, quantite=20}, {id_produit=20, quantite=4}, {id_produit=10, quantite=3}, {id_produit=10, quantite=16}, {id_produit=48, quantite=4}, {id_produit=7, quantite=20}, {id_produit=50, quantite=20}, {id_produit=58, quantite=14}, {id_produit=24, quantite=2}, {id_produit=45, quantite=18}, {id_produit=30, quantite=11}, {id_produit=16, quantite=9}, {id_produit=53, quantite=16}, {id_produit=9, quantite=18}]|28-07-2021
692|46|3|[{id_produit=19, quantite=13}, {id_produit=37, quantite=13}]|11-10-2021
693|18|3|[{id_produit=11, quantite=16}, {id_produit=44, quantite=17}, {id_produit=10, quantite=3}, {id_produit=11, quantite=12}]|30-05-2021
694|53|3|[{id_produit=35, quantite=19}, {id_produit=55, quantite=11}, {id_produit=7, quantite=17}, {id_produit=47, quantite=15}, {id_produit=41, quantite=13}, {id_produit=23, quantite=1}, {id_produit=25, quantite=14}, {id_produit=53, quantite=12}, {id_produit=11, quantite=17}, {id_produit=4, quantite=16}]|25-11-2022
695|43|2|[{id_produit=48, quantite=18}, {id_produit=22, quantite=12}, {id_produit=9, quantite=8}, {id_produit=39, quantite=14}, {id_produit=26, quantite=13}, {id_produit=2, quantite=6}, {id_produit=15, quantite=18}, {id_produit=7, quantite=17}, {id_produit=41, quantite=20}, {id_produit=5, quantite=2}, {id_produit=28, quantite=17}]|25-05-2021
696|22|3|[{id_produit=35, quantite=19}, {id_produit=23, quantite=20}]|12-11-2022
697|85|3|[{id_produit=37, quantite=10}, {id_produit=27, quantite=3}]|16-06-2021
698|57|4|[{id_produit=18, quantite=6}, {id_produit=13, quantite=14}, {id_produit=19, quantite=17}, {id_produit=54, quantite=9}, {id_produit=25, quantite=9}, {id_produit=53, quantite=5}, {id_produit=22, quantite=8}, {id_produit=32, quantite=8}, {id_produit=3, quantite=2}, {id_produit=40, quantite=4}, {id_produit=1, quantite=19}, {id_produit=25, quantite=14}, {id_produit=34, quantite=7}, {id_produit=38, quantite=13}, {id_produit=45, quantite=9}]|14-04-2022
699|80|4|[{id_produit=25, quantite=2}, {id_produit=38, quantite=6}, {id_produit=20, quantite=11}, {id_produit=38, quantite=20}, {id_produit=37, quantite=10}, {id_produit=10, quantite=7}, {id_produit=17, quantite=13}, {id_produit=40, quantite=17}, {id_produit=56, quantite=8}, {id_produit=44, quantite=10}, {id_produit=5, quantite=9}, {id_produit=9, quantite=13}, {id_produit=28, quantite=17}]|10-04-2022
700|70|2|[{id_produit=6, quantite=18}, {id_produit=27, quantite=10}, {id_produit=22, quantite=7}, {id_produit=40, quantite=14}, {id_produit=24, quantite=9}, {id_produit=4, quantite=2}, {id_produit=24, quantite=3}, {id_produit=13, quantite=9}, {id_produit=43, quantite=12}, {id_produit=18, quantite=6}, {id_produit=37, quantite=18}, {id_produit=34, quantite=12}, {id_produit=8, quantite=8}, {id_produit=21, quantite=8}, {id_produit=45, quantite=20}, {id_produit=55, quantite=10}, {id_produit=36, quantite=1}, {id_produit=20, quantite=19}]|25-04-2022
701|45|1|[{id_produit=45, quantite=4}, {id_produit=60, quantite=20}, {id_produit=33, quantite=14}, {id_produit=39, quantite=1}, {id_produit=57, quantite=1}, {id_produit=31, quantite=19}, {id_produit=55, quantite=8}, {id_produit=52, quantite=19}, {id_produit=16, quantite=14}, {id_produit=26, quantite=4}]|16-09-2022
702|34|5|[{id_produit=13, quantite=15}, {id_produit=60, quantite=17}, {id_produit=20, quantite=4}, {id_produit=9, quantite=9}, {id_produit=56, quantite=2}, {id_produit=57, quantite=12}]|08-03-2021
703|76|4|[{id_produit=38, quantite=13}, {id_produit=57, quantite=19}, {id_produit=54, quantite=15}, {id_produit=15, quantite=19}, {id_produit=30, quantite=18}, {id_produit=48, quantite=15}, {id_produit=2, quantite=17}, {id_produit=36, quantite=9}, {id_produit=38, quantite=2}, {id_produit=26, quantite=4}, {id_produit=18, quantite=19}, {id_produit=50, quantite=19}, {id_produit=20, quantite=2}, {id_produit=5, quantite=12}, {id_produit=47, quantite=3}, {id_produit=59, quantite=14}, {id_produit=48, quantite=4}, {id_produit=6, quantite=15}, {id_produit=37, quantite=9}]|13-03-2021
704|52|3|[{id_produit=35, quantite=5}, {id_produit=42, quantite=12}, {id_produit=29, quantite=15}, {id_produit=60, quantite=19}, {id_produit=1, quantite=7}, {id_produit=12, quantite=5}, {id_produit=39, quantite=6}]|06-12-2021
705|78|1|[{id_produit=20, quantite=4}, {id_produit=7, quantite=1}, {id_produit=33, quantite=1}, {id_produit=2, quantite=7}, {id_produit=40, quantite=17}, {id_produit=13, quantite=15}, {id_produit=16, quantite=18}, {id_produit=59, quantite=14}, {id_produit=45, quantite=2}, {id_produit=1, quantite=12}, {id_produit=25, quantite=13}, {id_produit=56, quantite=1}, {id_produit=52, quantite=10}, {id_produit=47, quantite=3}]|08-02-2021
706|27|4|[{id_produit=55, quantite=15}, {id_produit=18, quantite=9}, {id_produit=59, quantite=7}, {id_produit=25, quantite=18}, {id_produit=57, quantite=5}, {id_produit=15, quantite=7}, {id_produit=27, quantite=17}, {id_produit=56, quantite=20}, {id_produit=41, quantite=12}, {id_produit=49, quantite=4}, {id_produit=57, quantite=7}]|08-10-2022
707|53|2|[{id_produit=3, quantite=20}, {id_produit=50, quantite=9}, {id_produit=14, quantite=20}, {id_produit=45, quantite=11}, {id_produit=31, quantite=8}, {id_produit=26, quantite=17}, {id_produit=24, quantite=6}, {id_produit=21, quantite=16}, {id_produit=44, quantite=11}, {id_produit=55, quantite=16}, {id_produit=15, quantite=20}, {id_produit=14, quantite=12}, {id_produit=19, quantite=12}, {id_produit=4, quantite=5}, {id_produit=5, quantite=17}]|10-06-2022
708|4|4|[{id_produit=3, quantite=14}, {id_produit=38, quantite=3}, {id_produit=13, quantite=15}, {id_produit=2, quantite=15}, {id_produit=28, quantite=18}, {id_produit=43, quantite=16}, {id_produit=53, quantite=4}, {id_produit=40, quantite=3}, {id_produit=4, quantite=9}, {id_produit=14, quantite=7}, {id_produit=42, quantite=20}, {id_produit=7, quantite=7}, {id_produit=35, quantite=11}, {id_produit=17, quantite=2}, {id_produit=14, quantite=12}, {id_produit=42, quantite=11}, {id_produit=32, quantite=16}, {id_produit=27, quantite=3}]|22-10-2021
709|31|3|[{id_produit=47, quantite=6}, {id_produit=59, quantite=6}, {id_produit=13, quantite=1}, {id_produit=9, quantite=20}, {id_produit=14, quantite=20}, {id_produit=25, quantite=20}, {id_produit=17, quantite=15}, {id_produit=22, quantite=5}, {id_produit=13, quantite=1}, {id_produit=35, quantite=17}, {id_produit=42, quantite=5}, {id_produit=51, quantite=13}, {id_produit=28, quantite=4}, {id_produit=10, quantite=8}]|05-06-2021
710|88|3|[{id_produit=50, quantite=18}, {id_produit=21, quantite=15}, {id_produit=51, quantite=13}, {id_produit=8, quantite=15}, {id_produit=12, quantite=3}, {id_produit=48, quantite=13}, {id_produit=30, quantite=2}, {id_produit=40, quantite=14}, {id_produit=50, quantite=13}, {id_produit=2, quantite=5}, {id_produit=9, quantite=16}, {id_produit=23, quantite=3}]|15-02-2022
711|96|1|[{id_produit=20, quantite=19}, {id_produit=50, quantite=8}, {id_produit=54, quantite=13}, {id_produit=11, quantite=15}, {id_produit=2, quantite=16}, {id_produit=27, quantite=17}, {id_produit=14, quantite=10}, {id_produit=46, quantite=16}]|01-03-2022
712|78|1|[{id_produit=49, quantite=7}, {id_produit=46, quantite=14}, {id_produit=28, quantite=6}, {id_produit=29, quantite=11}, {id_produit=54, quantite=5}, {id_produit=2, quantite=4}, {id_produit=2, quantite=15}, {id_produit=10, quantite=8}, {id_produit=16, quantite=9}, {id_produit=9, quantite=17}, {id_produit=46, quantite=20}, {id_produit=14, quantite=5}, {id_produit=53, quantite=16}, {id_produit=34, quantite=11}]|02-01-2022
713|93|3|[{id_produit=8, quantite=9}, {id_produit=54, quantite=7}, {id_produit=25, quantite=3}, {id_produit=39, quantite=12}, {id_produit=16, quantite=2}, {id_produit=17, quantite=2}, {id_produit=31, quantite=20}, {id_produit=23, quantite=5}, {id_produit=8, quantite=18}, {id_produit=23, quantite=4}, {id_produit=36, quantite=3}, {id_produit=32, quantite=9}, {id_produit=4, quantite=14}, {id_produit=29, quantite=20}, {id_produit=30, quantite=16}, {id_produit=2, quantite=20}, {id_produit=28, quantite=18}, {id_produit=7, quantite=2}]|06-10-2022
714|74|1|[{id_produit=14, quantite=16}, {id_produit=7, quantite=20}, {id_produit=23, quantite=9}, {id_produit=2, quantite=11}, {id_produit=46, quantite=20}, {id_produit=21, quantite=10}, {id_produit=56, quantite=6}]|18-12-2021
